,tconst,ordering,nconst,category,job,characters
997143,tt0116669,5,nm0000338,director,\N,\N
1013487,tt0118617,5,nm0089940,director,\N,\N
1013488,tt0118617,6,nm0325776,director,\N,\N
1023073,tt0119718,5,nm0867262,director,\N,\N
1028764,tt0120363,5,nm0005124,director,\N,\N
1028765,tt0120363,6,nm0105169,director,co-director,\N
1028766,tt0120363,7,nm0881279,director,co-director,\N
1031039,tt0120631,5,nm0855035,director,\N,\N
1101192,tt0130623,5,nm0500343,director,\N,\N
1101193,tt0130623,6,nm0957798,director,\N,\N
1210445,tt0147800,5,nm0432627,director,\N,\N
1638793,tt0211181,5,nm0510674,director,\N,\N
1751956,tt0230011,5,nm0873779,director,\N,\N
1751957,tt0230011,6,nm0936374,director,\N,\N
1861231,tt0247638,5,nm0005190,director,\N,\N
1873958,tt0249677,5,nm0740311,director,\N,\N
1873959,tt0249677,6,nm0746013,director,co-director,\N
1977707,tt0265632,5,nm0790746,director,\N,\N
2012739,tt0271271,5,nm0182873,director,\N,\N
2030196,tt0273799,5,nm0384722,director,\N,\N
2030455,tt0273842,5,nm0102434,director,\N,\N
2092020,tt0283084,5,nm0751221,director,\N,\N
2169960,tt0294425,5,nm0789834,director,\N,\N
2182012,tt0296251,5,nm0388505,director,\N,\N
2237392,tt0304669,5,nm0501185,director,\N,\N
2600490,tt0361089,5,nm1369705,director,\N,\N
2616904,tt0363771,5,nm0011470,director,\N,\N
2649205,tt0368891,5,nm0005509,director,\N,\N
2706741,tt0377770,3,nm0597963,director,\N,\N
2742035,tt0382932,5,nm0083348,director,\N,\N
2742036,tt0382932,6,nm0684342,director,co-director,\N
2861975,tt0401398,5,nm1291225,director,\N,\N
2861976,tt0401398,6,nm1074748,director,\N,\N
2922472,tt0410696,5,nm0390822,director,\N,\N
3102195,tt0436339,5,nm0947087,director,\N,\N
3213377,tt0452598,5,nm0788202,director,\N,\N
3250613,tt0457993,5,nm1713427,director,\N,\N
3250614,tt0457993,6,nm1902232,director,\N,\N
3392440,tt0479113,1,nm0028764,director,\N,\N
3392441,tt0479113,2,nm1285750,director,\N,\N
3438952,tt0486761,5,nm0186038,director,\N,\N
3438953,tt0486761,6,nm0304432,director,\N,\N
6454869,tt0870154,5,nm1429471,director,\N,\N
7005543,tt0945571,2,nm0003977,director,\N,\N
7054427,tt0952640,5,nm0384722,director,\N,\N
7123608,tt0962726,5,nm0650905,director,\N,\N
7358641,tt0997047,5,nm0474955,director,\N,\N
7837750,tt1013542,5,nm0388505,director,\N,\N
9263697,tt1053810,5,nm0291205,director,\N,\N
10109546,tt1078912,5,nm0506613,director,\N,\N
10487253,tt1090750,5,nm0388505,director,\N,\N
11712603,tt1127884,5,nm0376712,director,\N,\N
13070133,tt11681250,5,nm0536632,director,\N,\N
14199172,tt1204342,5,nm0090386,director,\N,\N
15841352,tt12607910,10,nm4983044,director,\N,\N
15841357,tt12607910,5,nm6483324,director,\N,\N
15841358,tt12607910,6,nm8802062,director,\N,\N
15841359,tt12607910,7,nm7577540,director,\N,\N
15841360,tt12607910,8,nm6438942,director,\N,\N
15841361,tt12607910,9,nm1764613,director,\N,\N
16765124,tt1294226,5,nm1455688,director,\N,\N
17860247,tt1334106,5,nm0849314,director,\N,\N
19565486,tt14062858,1,nm2740450,director,\N,\N
21209853,tt14602326,5,nm0857130,director,\N,\N
22002014,tt1485796,5,nm1243905,director,\N,\N
24954075,tt1604171,5,nm0638271,director,\N,\N
27323136,tt1790809,5,nm1461392,director,\N,\N
27323137,tt1790809,6,nm1650283,director,\N,\N
28083756,tt1846442,5,nm0371348,director,\N,\N
30865567,tt2140373,5,nm0359387,director,\N,\N
33463451,tt2980706,5,nm0304432,director,\N,\N
33693390,tt3089630,5,nm0000110,director,\N,\N
34010039,tt3228774,5,nm0318916,director,\N,\N
37301971,tt4661600,5,nm0665396,director,\N,\N
37565234,tt4777008,5,nm1461392,director,\N,\N
37707232,tt4846340,5,nm0577647,director,\N,\N
38261409,tt5104604,5,nm0027572,director,\N,\N
39408226,tt5613056,2,nm0054659,director,\N,\N
43080433,tt7146812,5,nm0768959,director,\N,\N
48048963,tt8980868,5,nm3986416,director,\N,\N
847069,tt0098999,5,nm0002172,director,\N,\N
873730,tt0102065,5,nm0413547,director,\N,\N
873731,tt0102065,6,nm0570408,director,\N,\N
879556,tt0102744,5,nm0934578,director,\N,\N
918589,tt0107311,5,nm0007131,director,\N,\N
925744,tt0108162,5,nm0637518,director,\N,\N
999851,tt0116996,5,nm0000318,director,\N,\N
1006318,tt0117765,5,nm0000921,director,\N,\N
1013105,tt0118571,5,nm0000583,director,\N,\N
1122439,tt0134084,5,nm0000127,director,\N,\N
1375846,tt0172684,5,nm0424103,director,\N,\N
1437161,tt0181739,5,nm0125803,director,\N,\N
1437162,tt0181739,6,nm0268380,director,\N,\N
1461850,tt0185183,5,nm0002337,director,\N,\N
1498396,tt0190332,5,nm0000487,director,\N,\N
1984576,tt0266697,5,nm0000233,director,\N,\N
2175053,tt0295178,5,nm0005366,director,\N,\N
2652748,tt0369436,5,nm1164861,director,\N,\N
2707034,tt0377818,5,nm0151540,director,\N,\N
3067508,tt0431308,5,nm0481418,director,\N,\N
3237650,tt0456149,5,nm1090998,director,\N,\N
3246649,tt0457433,5,nm0001226,director,\N,\N
3281363,tt0462482,5,nm0533713,director,\N,\N
3385101,tt0478087,5,nm0525659,director,\N,\N
5801908,tt0780567,5,nm0456732,director,\N,\N
6023321,tt0811066,5,nm0482232,director,\N,\N
6624931,tt0893507,5,nm1021563,director,\N,\N
6624932,tt0893507,6,nm2438657,director,\N,\N
8401720,tt10303430,5,nm3628233,director,\N,\N
9413331,tt1058017,5,nm2816668,director,\N,\N
9577324,tt10627720,5,nm1169562,director,\N,\N
14648692,tt1219342,5,nm0811583,director,\N,\N
17440670,tt1315981,5,nm1053530,director,\N,\N
17809553,tt13318052,5,nm0536609,director,\N,\N
22517895,tt15036416,2,nm9103569,director,\N,\N
22517896,tt15036416,3,nm5481937,director,\N,\N
22536039,tt1504320,5,nm0393799,director,\N,\N
23924299,tt1552211,5,nm0576298,director,\N,\N
25093011,tt1613750,5,nm1461392,director,\N,\N
25093012,tt1613750,6,nm1650283,director,\N,\N
25846759,tt1648186,5,nm3043248,director,\N,\N
27697034,tt1826603,5,nm1782844,director,\N,\N
28408790,tt1878870,5,nm2609807,director,\N,\N
29645888,tt1999167,5,nm1496044,director,\N,\N
30648046,tt2101441,5,nm0005101,director,\N,\N
30865567,tt2140373,5,nm0359387,director,\N,\N
31028166,tt2172584,5,nm0000343,director,\N,\N
31102244,tt2186933,5,nm1343477,director,\N,\N
32299505,tt2467046,5,nm0002184,director,\N,\N
32316576,tt2473602,5,nm0853238,director,\N,\N
32889727,tt2720826,5,nm1079776,director,\N,\N
33882159,tt3169770,5,nm1860649,director,\N,\N
34307254,tt3352390,5,nm0894207,director,\N,\N
34740996,tt3532628,5,nm0802033,director,\N,\N
34763168,tt3544734,5,nm0217938,director,\N,\N
35440967,tt3824412,5,nm1216004,director,\N,\N
35499217,tt3848888,5,nm0788855,director,\N,\N
35866947,tt4030600,5,nm0864468,director,\N,\N
36276660,tt4210080,5,nm1504572,director,\N,\N
36415180,tt4273292,5,nm2035118,director,\N,\N
36754888,tt4419364,10,nm0003620,director,\N,\N
36754893,tt4419364,5,nm2227980,director,\N,\N
36754894,tt4419364,6,nm1556116,director,\N,\N
36754895,tt4419364,7,nm1130275,director,\N,\N
36754896,tt4419364,8,nm4008890,director,\N,\N
36754897,tt4419364,9,nm2411495,director,\N,\N
37237149,tt4631532,5,nm1532195,director,\N,\N
37864872,tt4919484,5,nm0755158,director,\N,\N
38279943,tt5111874,5,nm0235770,director,\N,\N
38316875,tt5126922,5,nm1519252,director,\N,\N
38460414,tt5189894,5,nm0351772,director,\N,\N
38616125,tt5253282,5,nm0900820,director,\N,\N
38713923,tt5294198,5,nm0876287,director,\N,\N
39478264,tt5639446,5,nm1369715,director,\N,\N
39801330,tt5773986,5,nm2961289,director,\N,\N
40234686,tt5946128,5,nm1903006,director,\N,\N
40881835,tt6214928,5,nm1991847,director,\N,\N
40995194,tt6259380,5,nm3728712,director,\N,\N
41317245,tt6402468,5,nm0861826,director,\N,\N
41599578,tt6522546,5,nm1436693,director,\N,\N
41784787,tt6595896,5,nm0951197,director,\N,\N
42455704,tt6892462,5,nm0310615,director,\N,\N
42534179,tt6927152,5,nm6530002,director,\N,\N
43248900,tt7214842,5,nm1823216,director,\N,\N
43248901,tt7214842,6,nm1823227,director,\N,\N
43508210,tt7315484,5,nm0502954,director,\N,\N
43910576,tt7472352,5,nm0848893,director,\N,\N
44222045,tt7605074,5,nm4914792,director,\N,\N
45328202,tt8009744,5,nm2528690,director,\N,\N
45601217,tt8110640,5,nm0585344,director,\N,\N
48393603,tt9109976,5,nm4199426,director,\N,\N
50309373,tt9760504,5,nm1077423,director,\N,\N
50486013,tt9820352,5,nm0053028,director,\N,\N
703600,tt0082782,5,nm0586198,director,\N,\N
802872,tt0094006,5,nm0222043,director,\N,\N
943278,tt0110216,5,nm0718645,director,\N,\N
1016973,tt0119008,5,nm0001565,director,\N,\N
1087595,tt0128445,5,nm0027572,director,\N,\N
1198248,tt0145487,5,nm0000600,director,\N,\N
2458609,tt0338096,5,nm0272704,director,\N,\N
2500442,tt0345061,5,nm0935863,director,\N,\N
3463687,tt0490668,5,nm0155037,director,\N,\N
6002303,tt0808151,5,nm0000165,director,\N,\N
7206518,tt0974613,5,nm0264236,director,\N,\N
14455769,tt1213012,5,nm0068034,director,\N,\N
14455780,tt1213012,6,nm0994310,director,\N,\N
18016729,tt1341188,5,nm0000985,director,\N,\N
22127709,tt1489887,5,nm1312575,director,\N,\N
24445528,tt1575539,5,nm0174903,director,\N,\N
24657826,tt1583421,5,nm0160840,director,\N,\N
26373498,tt1694020,5,nm0281945,director,\N,\N
27220833,tt1778304,5,nm1160962,director,\N,\N
27220834,tt1778304,6,nm1413364,director,\N,\N
28150523,tt1853739,5,nm1417392,director,\N,\N
29144694,tt1951264,5,nm1349376,director,\N,\N
30600303,tt2094064,5,nm0923736,director,\N,\N
30643080,tt2100546,5,nm0228327,director,\N,\N
30758565,tt2118624,5,nm0833889,director,\N,\N
32596905,tt2586120,5,nm1742427,director,\N,\N
33942476,tt3200980,5,nm0235822,director,\N,\N
34217170,tt3316796,5,nm0225416,director,\N,\N
35522947,tt3859272,5,nm3225709,director,\N,\N
36545654,tt4329810,5,nm0940035,director,\N,\N
37028931,tt4536768,5,nm2325065,director,\N,\N
38232672,tt5093026,5,nm1840064,director,\N,\N
39043377,tt5462326,5,nm0962729,director,\N,\N
40160756,tt5918982,5,nm0188722,director,\N,\N
40861253,tt6205872,5,nm0506094,director,\N,\N
40897157,tt6220752,5,nm6319750,director,\N,\N
41100470,tt6304046,5,nm1258686,director,\N,\N
41422450,tt6450804,5,nm1783265,director,\N,\N
42190446,tt6768578,5,nm0308520,director,\N,\N
42192048,tt6769280,5,nm1577772,director,\N,\N
42342344,tt6842770,5,nm0788234,director,\N,\N
42899040,tt7078658,5,nm0606439,director,\N,\N
44075220,tt7545524,5,nm0373282,director,\N,\N
44104617,tt7557108,5,nm3819217,director,\N,\N
44182500,tt7589524,5,nm2445423,director,\N,\N
44182501,tt7589524,6,nm4420245,director,\N,\N
44250424,tt7616148,5,nm1564809,director,\N,\N
44489882,tt7703924,5,nm2093933,director,\N,\N
45542388,tt8089526,5,nm0768957,director,\N,\N
47148512,tt8663516,5,nm2209002,director,\N,\N
